id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1550,España,63,M,Miraflores,Lima,2024-01-20,7,1195.98,Avión
V1551,Perú,46,M,Islas Ballestas,Ica,2024-05-15,10,755.28,Avión
V1552,Perú,69,F,Montaña 7 Colores,Cusco,2023-04-06,9,2462.74,Avión
V1553,EE.UU.,68,M,Islas Uros,Puno,2023-08-31,4,4290.99,Avión
V1554,Perú,33,F,Lago Titicaca,Puno,2024-05-02,3,474.15,Tren
V1555,España,68,M,Montaña 7 Colores,Cusco,2023-12-07,9,3318.3,Bus
V1556,Chile,55,F,Barranco,Lima,2024-08-04,5,3762.01,Bus
V1557,Chile,61,F,Huacachina,Ica,2023-01-23,8,1438.15,nan
V1558,Colombia,46,M,Lago Titicaca,Puno,2023-02-22,3,1394.36,Auto
V1559,Perú,51,F,Miraflores,Lima,2023-05-05,14,629.5,nan
V1560,Brasil,62,F,Huacachina,Ica,2025-07-29,7,1147.72,Bus
V1561,EE.UU.,58,M,Cañón del Colca,Arequipa,2024-01-28,11,2944.69,Bus
V1562,Perú,61,M,Centro Histórico,Lima,2025-02-09,5,993.94,Avión
V1563,EE.UU.,59,M,Líneas de Nazca,Ica,2024-11-28,10,908.86,nan
V1564,Perú,45,M,Monasterio de Santa Catalina,Arequipa,2023-09-16,7,1184.98,Tren
V1565,Perú,18,F,Plaza de Armas,Arequipa,2024-03-20,1,2805.35,nan
V1566,Perú,45,M,Líneas de Nazca,Ica,2025-09-26,10,2179.98,nan
V1567,Colombia,39,F,Montaña 7 Colores,Cusco,2024-01-18,9,2337.62,Avión
V1568,México,29,F,Montaña 7 Colores,Cusco,2025-04-14,3,2643.48,Avión
V1569,EE.UU.,50,F,Montaña 7 Colores,Cusco,2025-04-21,10,4090.29,Bus
V1570,Brasil,65,F,Barranco,Lima,2023-07-21,15,2969.97,Bus
V1571,EE.UU.,43,M,Cañón del Colca,Arequipa,2025-04-24,14,4453.02,nan
V1572,Perú,45,M,Centro Histórico,Lima,2023-12-20,5,2931.6,Tren
V1573,EE.UU.,66,F,Montaña 7 Colores,Cusco,2024-08-19,13,2767.7,Bus
V1574,Perú,48,F,Miraflores,Lima,2025-07-25,12,2950.71,Tren
V1575,Alemania,32,M,Monasterio de Santa Catalina,Arequipa,2023-09-17,2,4490.58,Avión
V1576,Perú,25,F,Montaña 7 Colores,Cusco,2024-12-05,9,781.35,Avión
V1577,España,46,M,Miraflores,Lima,2024-02-17,14,3571.39,Avión
V1578,Chile,54,F,Líneas de Nazca,Ica,2023-11-29,12,2347.37,Bus
V1579,Chile,50,F,Sillustani,Puno,2025-03-05,5,3571.14,Bus
V1580,Argentina,40,M,Islas Uros,Puno,2025-06-21,14,1018.52,Bus
V1581,Perú,34,F,Centro Histórico,Lima,2024-12-30,8,2474.0,Avión
V1582,EE.UU.,29,F,Monasterio de Santa Catalina,Arequipa,2023-08-28,8,4220.92,Avión
V1583,Perú,54,M,Lago Titicaca,Puno,2025-09-07,9,2148.31,nan
V1584,EE.UU.,29,F,Sillustani,Puno,2025-05-16,12,698.24,Auto
V1585,Brasil,47,M,Centro Histórico,Lima,2023-08-01,1,2918.18,Avión
V1586,EE.UU.,48,M,Monasterio de Santa Catalina,Arequipa,2024-05-10,1,4153.67,Auto
V1587,Perú,25,M,Machu Picchu,Cusco,2025-03-16,7,1922.44,Auto
V1588,Perú,26,F,Sillustani,Puno,2023-05-21,6,1810.59,Auto
V1589,Perú,49,F,Islas Ballestas,Ica,2025-06-03,11,1262.74,Tren
V1590,Perú,42,M,Barranco,Lima,2023-07-24,7,2011.29,Avión
V1591,EE.UU.,42,M,Machu Picchu,Cusco,2025-09-22,1,1362.92,Avión
V1592,Colombia,23,M,Huacachina,Ica,2023-09-25,11,2659.38,Auto
V1593,Brasil,70,M,Líneas de Nazca,Ica,2025-05-13,2,3789.88,Avión
V1594,Perú,45,M,Lago Titicaca,Puno,2023-11-28,11,1413.2,Auto
V1595,Chile,70,F,Machu Picchu,Cusco,2025-05-06,7,4295.23,Auto
V1596,Chile,50,F,Huacachina,Ica,2024-10-20,4,3364.23,Bus
V1597,Perú,35,M,Lago Titicaca,Puno,2023-10-25,12,2802.37,nan
V1598,Perú,21,F,Valle Sagrado,Cusco,2023-09-22,10,1383.84,Tren
V1599,Chile,69,F,Huacachina,Ica,2023-01-17,12,977.34,Bus
V1600,Perú,46,F,Islas Ballestas,Ica,2024-09-30,10,2848.99,nan
V1601,Perú,28,M,Miraflores,Lima,2023-02-08,11,2048.37,Auto
V1602,Perú,59,M,Monasterio de Santa Catalina,Arequipa,2024-06-16,9,1563.96,Avión
V1603,Chile,70,F,Islas Ballestas,Ica,2023-04-01,6,1873.55,Tren
V1604,Perú,58,F,Plaza de Armas,Arequipa,2023-06-10,6,353.84,Bus
V1605,Chile,48,M,Barranco,Lima,2025-03-25,8,699.77,Avión
V1606,Chile,44,F,Islas Uros,Puno,2024-03-17,14,2068.93,Tren
V1607,Alemania,22,F,Valle Sagrado,Cusco,2025-05-20,14,4130.25,Bus
V1608,Chile,49,M,Miraflores,Lima,2023-04-08,7,1051.63,Auto
V1609,Perú,62,M,Montaña 7 Colores,Cusco,2025-08-07,9,1235.33,Auto
V1610,EE.UU.,26,F,Lago Titicaca,Puno,2024-09-03,5,2396.28,Avión
V1611,EE.UU.,69,F,Plaza de Armas,Arequipa,2024-02-07,5,1868.37,nan
V1612,España,54,F,Sillustani,Puno,2023-08-19,13,795.79,Auto
V1613,Brasil,68,F,Huacachina,Ica,2024-09-12,12,741.63,Bus
V1614,Perú,34,F,Machu Picchu,Cusco,2025-08-27,3,2589.46,nan
V1615,Perú,47,F,Cañón del Colca,Arequipa,2025-05-07,4,2870.0,nan
V1616,Brasil,26,M,Islas Ballestas,Ica,2025-08-08,9,1765.88,Tren
V1617,Chile,23,F,Líneas de Nazca,Ica,2025-09-21,9,4081.71,Auto
V1618,Perú,37,F,Miraflores,Lima,2025-03-11,4,1865.51,Bus
V1619,Chile,57,M,Miraflores,Lima,2025-03-24,7,3508.12,Avión
V1620,España,27,F,Miraflores,Lima,2023-09-19,4,2197.31,Avión
V1621,Colombia,66,M,Miraflores,Lima,2025-01-11,4,1134.27,Bus
V1622,Perú,63,M,Islas Ballestas,Ica,2024-07-02,15,2141.35,Auto
V1623,EE.UU.,33,M,Islas Ballestas,Ica,2023-01-21,13,2960.92,Bus
V1624,Perú,49,M,Líneas de Nazca,Ica,2024-11-08,6,2815.75,Auto
V1625,Colombia,41,M,Sillustani,Puno,2023-08-12,11,3771.92,Avión
V1626,Chile,35,M,Plaza de Armas,Arequipa,2025-04-14,15,2205.17,Tren
V1627,EE.UU.,67,M,Centro Histórico,Lima,2023-04-21,9,2529.29,nan
V1628,Brasil,37,F,Montaña 7 Colores,Cusco,2024-09-18,2,1091.27,Avión
V1629,Perú,50,M,Barranco,Lima,2024-04-13,10,2902.61,Bus
V1630,Perú,69,M,Huacachina,Ica,2024-06-18,4,318.54,Tren
V1631,Colombia,60,F,Islas Ballestas,Ica,2024-06-30,7,2724.76,Bus
V1632,Chile,22,F,Cañón del Colca,Arequipa,2024-10-21,9,4180.45,nan
V1633,EE.UU.,28,M,Monasterio de Santa Catalina,Arequipa,2025-04-20,11,3871.72,Tren
V1634,México,51,F,Cañón del Colca,Arequipa,2023-06-07,8,3813.22,nan
V1635,Perú,55,M,Líneas de Nazca,Ica,2023-12-07,9,549.53,nan
V1636,España,64,M,Huacachina,Ica,2023-09-28,3,2795.01,Bus
V1637,México,61,F,Montaña 7 Colores,Cusco,2024-07-11,5,3463.37,nan
V1638,Perú,41,F,Huacachina,Ica,2023-09-25,12,240.82,Auto
V1639,Perú,22,M,Barranco,Lima,2024-03-22,10,2469.26,Avión
V1640,Argentina,25,M,Sillustani,Puno,2023-07-22,15,2993.34,nan
V1641,Brasil,39,F,Barranco,Lima,2023-12-23,8,2302.84,nan
V1642,Perú,62,F,Miraflores,Lima,2024-12-13,9,2340.01,Tren
V1643,Alemania,42,F,Monasterio de Santa Catalina,Arequipa,2024-05-02,12,664.72,Bus
V1644,Perú,67,M,Islas Uros,Puno,2025-08-18,3,1764.89,Bus
V1645,EE.UU.,24,M,Montaña 7 Colores,Cusco,2024-02-11,10,2795.32,Bus
V1646,Perú,68,F,Monasterio de Santa Catalina,Arequipa,2024-12-29,12,1821.51,nan
V1647,Colombia,70,M,Lago Titicaca,Puno,2023-12-16,8,1430.3,Avión
V1648,Francia,58,M,Huacachina,Ica,2024-04-26,12,1936.05,Bus
V1649,Alemania,59,M,Lago Titicaca,Puno,2024-05-25,5,2180.6,Avión
V1650,Perú,19,M,Lago Titicaca,Puno,2024-01-04,9,1689.45,Bus
V1651,España,40,M,Monasterio de Santa Catalina,Arequipa,2024-02-26,13,1726.39,Auto
V1652,Chile,18,F,Lago Titicaca,Puno,2025-07-09,12,2207.3,Auto
V1653,Perú,68,F,Sillustani,Puno,2023-12-04,5,574.28,Avión
V1654,Colombia,49,M,Huacachina,Ica,2024-11-24,7,4443.6,Bus
V1655,Perú,32,F,Plaza de Armas,Arequipa,2024-11-24,6,2623.77,Tren
V1656,Perú,67,F,Líneas de Nazca,Ica,2025-06-15,2,1617.18,nan
V1657,Argentina,21,M,Monasterio de Santa Catalina,Arequipa,2024-09-11,13,885.25,Bus
V1658,España,55,F,Valle Sagrado,Cusco,2023-07-18,2,1644.88,Avión
V1659,Perú,67,M,Centro Histórico,Lima,2024-04-26,2,2360.1,nan
V1660,Alemania,67,F,Sillustani,Puno,2025-06-26,14,2065.6,Avión
V1661,Perú,60,M,Lago Titicaca,Puno,2024-04-05,15,1755.51,Auto
V1662,Perú,24,M,Líneas de Nazca,Ica,2024-09-11,11,2529.39,Tren
V1663,Colombia,20,F,Centro Histórico,Lima,2025-01-01,4,4149.08,Bus
V1664,Perú,59,M,Cañón del Colca,Arequipa,2024-10-14,2,856.54,Tren
V1665,Perú,25,F,Machu Picchu,Cusco,2023-08-05,10,2977.59,Auto
V1666,Perú,44,M,Machu Picchu,Cusco,2023-07-22,5,1500.82,nan
V1667,Perú,67,F,Miraflores,Lima,2024-06-25,7,2126.08,Tren
V1668,España,18,M,Cañón del Colca,Arequipa,2023-02-21,9,3267.42,Avión
V1669,Colombia,38,M,Centro Histórico,Lima,2025-04-08,6,2521.78,Avión
V1670,Alemania,41,M,Centro Histórico,Lima,2024-09-06,14,1020.77,Auto
V1671,Alemania,32,M,Sillustani,Puno,2024-02-06,4,1861.18,nan
V1672,Brasil,19,M,Monasterio de Santa Catalina,Arequipa,2024-02-07,6,2964.93,Tren
V1673,Perú,63,F,Miraflores,Lima,2023-06-12,7,716.36,nan
V1674,Brasil,19,F,Líneas de Nazca,Ica,2025-03-14,13,1128.25,nan
V1675,Argentina,20,F,Miraflores,Lima,2023-04-11,13,3652.99,Auto
V1676,Perú,22,M,Lago Titicaca,Puno,2024-07-13,7,712.53,Tren
V1677,España,41,F,Machu Picchu,Cusco,2025-05-22,6,2319.51,nan
V1678,Chile,26,M,Valle Sagrado,Cusco,2025-02-07,4,3640.06,Bus
V1679,México,38,F,Miraflores,Lima,2025-01-03,12,4459.06,Auto
V1680,EE.UU.,30,M,Valle Sagrado,Cusco,2023-08-26,6,1878.89,Tren
V1681,Perú,53,F,Barranco,Lima,2024-05-25,6,1372.45,nan
V1682,España,25,M,Montaña 7 Colores,Cusco,2025-04-27,10,1511.45,Tren
V1683,Perú,30,M,Monasterio de Santa Catalina,Arequipa,2025-07-18,1,2948.55,nan
V1684,España,45,F,Plaza de Armas,Arequipa,2024-06-20,1,1033.0,Tren
V1685,Argentina,48,M,Plaza de Armas,Arequipa,2024-10-27,9,3268.5,Tren
V1686,Chile,52,M,Sillustani,Puno,2023-03-31,8,1133.08,Auto
V1687,Chile,43,M,Montaña 7 Colores,Cusco,2024-09-13,13,3963.83,nan
V1688,Chile,68,F,Montaña 7 Colores,Cusco,2025-03-29,4,4330.63,Avión
V1689,Argentina,33,M,Centro Histórico,Lima,2025-07-09,11,2481.98,Bus
V1690,Alemania,47,F,Centro Histórico,Lima,2023-01-04,5,546.7,Bus
V1691,Perú,69,F,Monasterio de Santa Catalina,Arequipa,2023-12-17,6,1494.34,Bus
V1692,Alemania,33,F,Islas Uros,Puno,2023-01-09,1,4060.03,Tren
V1693,Perú,32,M,Islas Ballestas,Ica,2025-01-09,7,1238.43,Auto
V1694,EE.UU.,68,M,Barranco,Lima,2023-07-11,4,3438.46,Bus
V1695,EE.UU.,29,F,Islas Uros,Puno,2023-06-07,14,2205.33,Bus
V1696,Perú,40,F,Valle Sagrado,Cusco,2024-03-11,3,1415.77,Bus
V1697,Colombia,47,F,Montaña 7 Colores,Cusco,2024-04-05,7,3692.04,nan
V1698,Perú,47,M,Islas Uros,Puno,2023-05-07,3,837.37,Auto
V1699,Perú,19,F,Lago Titicaca,Puno,2024-05-26,4,200.24,Tren
V1700,Perú,55,F,Islas Ballestas,Ica,2024-06-05,8,2631.86,Tren
V1701,Perú,24,F,Islas Ballestas,Ica,2023-09-13,14,2914.44,Avión
V1702,Perú,35,M,Islas Ballestas,Ica,2025-09-29,4,209.56,nan
V1703,EE.UU.,39,F,Montaña 7 Colores,Cusco,2023-09-15,1,1217.07,Auto
V1704,Chile,58,F,Sillustani,Puno,2024-10-01,13,2213.38,Bus
V1705,Perú,19,F,Sillustani,Puno,2025-01-04,7,733.29,Tren
V1706,México,38,M,Lago Titicaca,Puno,2024-06-29,12,1086.89,nan
V1707,Chile,69,F,Barranco,Lima,2023-12-07,5,390.07,Avión
V1708,Colombia,61,F,Miraflores,Lima,2023-05-24,12,1627.95,Avión
V1709,España,51,M,Montaña 7 Colores,Cusco,2025-02-16,3,3160.9,Tren
V1710,Perú,57,M,Islas Ballestas,Ica,2023-12-06,6,477.53,Avión
V1711,Perú,19,F,Islas Ballestas,Ica,2023-03-22,11,647.75,Tren
V1712,España,68,F,Miraflores,Lima,2024-05-18,14,2689.63,Bus
V1713,Perú,22,F,Islas Ballestas,Ica,2025-01-06,5,508.58,nan
V1714,Perú,22,F,Líneas de Nazca,Ica,2024-11-14,7,495.22,Bus
V1715,Perú,52,M,Lago Titicaca,Puno,2025-08-27,5,2156.9,Auto
V1716,EE.UU.,59,M,Valle Sagrado,Cusco,2024-03-07,5,639.89,Tren
V1717,Perú,35,M,Miraflores,Lima,2024-04-14,6,2507.14,Avión
V1718,Chile,54,F,Cañón del Colca,Arequipa,2025-03-09,4,1376.55,Tren
V1719,Perú,18,M,Montaña 7 Colores,Cusco,2024-03-24,8,2463.46,Avión
V1720,Perú,36,F,Islas Ballestas,Ica,2025-08-16,10,2765.52,Avión
V1721,España,64,M,Huacachina,Ica,2024-06-26,13,4422.74,Bus
V1722,Perú,44,F,Islas Uros,Puno,2024-06-09,1,2791.1,Avión
V1723,Perú,43,F,Lago Titicaca,Puno,2023-04-11,2,2505.51,Tren
V1724,Perú,46,F,Cañón del Colca,Arequipa,2023-05-06,13,2950.2,Auto
V1725,Perú,37,M,Monasterio de Santa Catalina,Arequipa,2024-06-04,3,434.85,Auto
V1726,Colombia,52,M,Líneas de Nazca,Ica,2023-05-15,13,765.23,Auto
V1727,Perú,34,F,Plaza de Armas,Arequipa,2024-06-11,8,423.27,Bus
V1728,Chile,31,M,Valle Sagrado,Cusco,2025-01-20,10,1576.21,nan
V1729,Perú,28,F,Barranco,Lima,2024-08-16,6,1535.44,Bus
V1730,Perú,67,M,Líneas de Nazca,Ica,2024-10-21,14,2971.56,Bus
V1731,Perú,67,M,Barranco,Lima,2024-11-13,12,1003.78,nan
V1732,Alemania,50,F,Miraflores,Lima,2023-10-04,5,2111.37,Tren
V1733,Colombia,24,M,Líneas de Nazca,Ica,2023-04-25,6,4088.87,Bus
V1734,Perú,60,M,Montaña 7 Colores,Cusco,2024-03-21,2,598.45,Bus
V1735,Chile,48,F,Lago Titicaca,Puno,2023-09-14,6,2805.28,Auto
V1736,México,38,M,Plaza de Armas,Arequipa,2024-05-04,10,2441.99,Tren
V1737,Brasil,53,F,Líneas de Nazca,Ica,2023-07-05,3,1918.14,Bus
V1738,México,54,M,Cañón del Colca,Arequipa,2025-06-02,5,2741.79,Avión
V1739,Chile,27,F,Centro Histórico,Lima,2024-05-14,8,768.36,Avión
V1740,México,47,F,Líneas de Nazca,Ica,2025-05-15,8,1430.93,Bus
V1741,Perú,28,M,Valle Sagrado,Cusco,2024-11-06,3,2625.11,nan
V1742,Francia,34,M,Monasterio de Santa Catalina,Arequipa,2025-01-25,6,2046.99,Tren
V1743,Chile,53,M,Barranco,Lima,2024-04-11,11,2876.46,Tren
V1744,Perú,45,M,Valle Sagrado,Cusco,2025-02-03,1,1937.87,nan
V1745,España,34,M,Cañón del Colca,Arequipa,2024-09-17,4,3370.25,Bus
V1746,México,45,M,Barranco,Lima,2023-09-21,7,1847.44,Bus
V1747,México,48,F,Islas Ballestas,Ica,2025-02-27,5,2428.61,nan
V1748,España,66,F,Líneas de Nazca,Ica,2024-06-24,1,2095.67,Bus
V1749,Perú,21,F,Lago Titicaca,Puno,2023-07-04,2,1165.39,Avión
V1750,Colombia,50,F,Miraflores,Lima,2024-11-22,6,3537.94,Tren
V1751,Perú,49,F,Cañón del Colca,Arequipa,2024-08-27,14,1126.27,nan
V1752,Perú,19,M,Montaña 7 Colores,Cusco,2025-09-25,14,1492.82,Avión
V1753,Francia,21,F,Islas Ballestas,Ica,2024-03-11,7,4252.23,Auto
V1754,Perú,68,F,Lago Titicaca,Puno,2023-06-21,4,2724.7,Auto
V1755,EE.UU.,31,F,Lago Titicaca,Puno,2025-03-01,12,451.25,Avión
V1756,Brasil,19,F,Centro Histórico,Lima,2023-02-06,7,2130.85,Avión
V1757,Perú,30,F,Barranco,Lima,2024-03-27,15,1743.72,nan
V1758,Perú,44,F,Sillustani,Puno,2023-12-25,10,517.91,Avión
V1759,España,30,M,Centro Histórico,Lima,2024-06-23,14,4284.63,Bus
V1760,España,59,M,Líneas de Nazca,Ica,2024-03-14,7,3475.58,Tren
V1761,Perú,59,F,Islas Uros,Puno,2024-09-08,6,1234.45,Bus
V1762,Chile,44,M,Huacachina,Ica,2023-11-04,10,704.58,nan
V1763,Perú,25,M,Montaña 7 Colores,Cusco,2025-08-20,1,308.05,Tren
V1764,Chile,34,M,Islas Uros,Puno,2025-06-30,9,1480.55,Avión
V1765,Brasil,18,M,Islas Uros,Puno,2024-04-10,1,3988.97,Avión
V1766,España,63,M,Machu Picchu,Cusco,2024-02-09,15,1009.17,nan
V1767,Perú,67,F,Lago Titicaca,Puno,2024-04-15,11,265.83,Tren
V1768,Perú,54,M,Islas Uros,Puno,2023-11-09,9,1074.8,Bus
V1769,Perú,60,F,Islas Ballestas,Ica,2023-04-14,15,927.86,Avión
V1770,Perú,22,F,Centro Histórico,Lima,2024-09-17,2,1490.79,Auto
V1771,Chile,68,F,Islas Ballestas,Ica,2024-12-05,12,2240.73,Bus
V1772,Perú,36,F,Valle Sagrado,Cusco,2025-05-06,7,342.15,nan
V1773,Perú,24,M,Barranco,Lima,2024-04-16,3,1743.57,Auto
V1774,México,32,M,Machu Picchu,Cusco,2025-06-06,6,2505.53,Avión
V1775,Perú,62,M,Lago Titicaca,Puno,2023-07-10,5,2442.11,Tren
V1776,Perú,60,F,Huacachina,Ica,2024-05-03,14,942.78,nan
V1777,Francia,35,M,Centro Histórico,Lima,2025-03-06,8,1961.62,Avión
V1778,Colombia,64,F,Centro Histórico,Lima,2023-01-20,9,2807.66,Bus
V1779,Chile,37,M,Barranco,Lima,2023-05-08,2,3184.43,Tren
V1780,Chile,43,M,Centro Histórico,Lima,2024-01-12,7,1704.1,Avión
V1781,México,51,M,Islas Ballestas,Ica,2023-12-13,2,2158.45,Auto
V1782,Colombia,53,M,Huacachina,Ica,2023-06-09,14,4045.61,Avión
V1783,España,25,M,Montaña 7 Colores,Cusco,2023-09-10,1,4351.73,Bus
V1784,España,67,F,Monasterio de Santa Catalina,Arequipa,2024-06-13,2,1471.99,nan
V1785,Colombia,42,F,Centro Histórico,Lima,2025-03-14,10,2149.77,Bus
V1786,Perú,53,F,Lago Titicaca,Puno,2024-10-18,4,2040.69,Tren
V1787,Chile,54,F,Valle Sagrado,Cusco,2024-11-16,10,1480.38,Bus
V1788,Argentina,34,M,Sillustani,Puno,2024-11-30,3,961.62,Avión
V1789,Perú,70,M,Machu Picchu,Cusco,2024-05-22,12,1640.41,Tren
V1790,Chile,69,M,Líneas de Nazca,Ica,2023-10-09,6,3591.97,Bus
V1791,Perú,55,F,Montaña 7 Colores,Cusco,2024-07-18,4,1271.85,Bus
V1792,Perú,61,M,Plaza de Armas,Arequipa,2023-07-23,7,2594.72,Bus
V1793,Perú,20,F,Miraflores,Lima,2023-03-16,4,2739.62,Avión
V1794,Francia,22,M,Sillustani,Puno,2024-10-04,10,4430.31,nan
V1795,México,36,F,Valle Sagrado,Cusco,2024-01-10,9,3147.51,Tren
V1796,Colombia,25,M,Líneas de Nazca,Ica,2025-04-17,14,843.2,Tren
V1797,Brasil,18,F,Sillustani,Puno,2025-07-05,15,3346.96,Avión
V1798,Francia,70,M,Islas Ballestas,Ica,2023-01-20,11,1276.25,Avión
V1799,Perú,54,M,Islas Uros,Puno,2025-05-03,6,986.62,Tren
V1800,Perú,45,F,Cañón del Colca,Arequipa,2023-01-09,4,2468.11,Avión
V1801,Perú,35,M,Miraflores,Lima,2024-04-27,15,1908.88,Tren
V1802,Perú,42,M,Sillustani,Puno,2025-08-29,11,1026.36,Bus
V1803,Perú,33,M,Monasterio de Santa Catalina,Arequipa,2025-05-16,10,572.09,Avión
V1804,Argentina,20,M,Centro Histórico,Lima,2024-06-02,2,3311.14,nan
V1805,Perú,48,M,Sillustani,Puno,2024-11-26,3,210.9,Tren
V1806,EE.UU.,54,F,Miraflores,Lima,2024-06-24,7,3715.56,Tren
V1807,Perú,21,F,Islas Ballestas,Ica,2025-01-25,11,2841.49,Bus
V1808,Alemania,29,M,Líneas de Nazca,Ica,2024-09-15,13,2022.49,Bus
V1809,Alemania,22,M,Islas Ballestas,Ica,2024-08-01,10,4265.89,Avión
V1810,Chile,34,M,Huacachina,Ica,2024-05-04,1,1472.76,Bus
V1811,Perú,35,M,Montaña 7 Colores,Cusco,2024-12-04,2,2765.72,Tren
V1812,Perú,28,F,Plaza de Armas,Arequipa,2025-09-04,6,1765.1,Tren
V1813,España,23,F,Miraflores,Lima,2025-06-09,4,4491.34,Bus
V1814,Perú,41,F,Monasterio de Santa Catalina,Arequipa,2024-08-05,4,246.33,Avión
V1815,EE.UU.,26,F,Líneas de Nazca,Ica,2025-06-24,14,3261.8,nan
V1816,EE.UU.,31,F,Valle Sagrado,Cusco,2024-08-25,12,4040.76,Auto
V1817,Perú,58,M,Sillustani,Puno,2023-01-16,9,2872.5,nan
V1818,Colombia,64,F,Barranco,Lima,2025-07-10,11,3960.22,Auto
V1819,Perú,29,M,Cañón del Colca,Arequipa,2024-06-20,11,291.2,Bus
V1820,Perú,23,M,Sillustani,Puno,2023-09-07,15,2999.3,Tren
V1821,Chile,23,F,Plaza de Armas,Arequipa,2024-11-17,5,3967.64,Tren
V1822,España,19,F,Plaza de Armas,Arequipa,2023-08-28,2,1543.53,Avión
V1823,Perú,48,M,Huacachina,Ica,2025-01-14,6,980.51,nan
V1824,EE.UU.,41,F,Barranco,Lima,2024-06-06,8,1851.31,Avión
V1825,Perú,45,M,Lago Titicaca,Puno,2023-01-06,5,1177.69,nan
V1826,EE.UU.,70,M,Centro Histórico,Lima,2025-02-25,7,1626.21,Tren
V1827,México,42,M,Centro Histórico,Lima,2024-08-17,2,3261.26,Auto
V1828,España,20,M,Plaza de Armas,Arequipa,2023-12-05,2,1414.86,Bus
V1829,Perú,27,F,Sillustani,Puno,2023-10-11,5,909.05,Auto
V1830,España,51,F,Monasterio de Santa Catalina,Arequipa,2023-11-16,12,4352.44,nan
V1831,México,50,M,Cañón del Colca,Arequipa,2024-05-30,5,899.67,Auto
V1832,Perú,28,M,Plaza de Armas,Arequipa,2023-11-13,3,1709.45,Tren
V1833,EE.UU.,28,F,Centro Histórico,Lima,2025-09-06,1,840.68,Bus
V1834,Brasil,67,M,Barranco,Lima,2023-10-10,1,3915.73,Auto
V1835,Perú,41,F,Huacachina,Ica,2024-10-28,9,2595.25,Tren
V1836,Colombia,40,F,Huacachina,Ica,2024-01-11,3,3722.36,Auto
V1837,Perú,37,M,Lago Titicaca,Puno,2025-04-12,4,976.9,nan
V1838,Perú,49,M,Montaña 7 Colores,Cusco,2023-06-14,13,589.0,Auto
V1839,Perú,20,F,Islas Uros,Puno,2023-07-28,14,1442.3,Bus
V1840,Perú,53,M,Montaña 7 Colores,Cusco,2023-01-05,14,856.9,Auto
V1841,Alemania,49,M,Sillustani,Puno,2025-01-05,9,928.91,Bus
V1842,Chile,23,F,Líneas de Nazca,Ica,2025-09-29,8,502.91,Auto
V1843,España,40,F,Montaña 7 Colores,Cusco,2024-12-30,14,3223.05,nan
V1844,Perú,20,M,Líneas de Nazca,Ica,2023-07-03,6,1270.33,Bus
V1845,Brasil,67,F,Islas Ballestas,Ica,2025-03-23,15,3500.48,nan
V1846,Argentina,33,F,Monasterio de Santa Catalina,Arequipa,2024-06-27,12,2483.56,nan
V1847,Perú,58,M,Plaza de Armas,Arequipa,2023-02-04,10,2401.16,Avión
V1848,EE.UU.,69,F,Plaza de Armas,Arequipa,2024-11-07,2,1624.2,Bus
V1849,Perú,30,M,Sillustani,Puno,2024-09-28,11,1201.46,Tren
V1850,Brasil,66,F,Centro Histórico,Lima,2024-09-05,10,2192.58,Auto
V1851,Perú,43,F,Barranco,Lima,2023-04-23,13,1188.2,nan
V1852,EE.UU.,22,F,Huacachina,Ica,2024-12-24,15,1412.31,nan
V1853,EE.UU.,40,F,Sillustani,Puno,2025-01-17,4,450.19,Auto
V1854,Colombia,19,M,Machu Picchu,Cusco,2024-03-07,13,1161.63,Avión
V1855,Chile,30,M,Líneas de Nazca,Ica,2024-01-07,7,839.92,nan
V1856,España,31,M,Barranco,Lima,2025-02-14,14,2224.84,Tren
V1857,Perú,48,M,Centro Histórico,Lima,2024-11-29,5,2939.25,Tren
V1858,Chile,57,M,Sillustani,Puno,2025-03-12,12,845.52,Tren
V1859,Perú,37,M,Machu Picchu,Cusco,2023-10-19,6,2922.33,nan
V1860,Perú,65,F,Montaña 7 Colores,Cusco,2025-05-05,5,776.22,Avión
V1861,Chile,65,M,Monasterio de Santa Catalina,Arequipa,2023-01-10,3,2745.13,Bus
V1862,EE.UU.,57,M,Lago Titicaca,Puno,2024-01-19,15,2366.59,nan
V1863,Perú,55,M,Islas Ballestas,Ica,2024-05-07,3,1271.25,Auto
V1864,España,70,M,Miraflores,Lima,2023-01-10,11,2371.67,Tren
V1865,Brasil,43,F,Valle Sagrado,Cusco,2024-05-22,11,580.53,Bus
V1866,EE.UU.,68,F,Valle Sagrado,Cusco,2024-10-20,12,3287.2,Avión
V1867,Perú,60,F,Lago Titicaca,Puno,2023-05-24,3,2372.51,Auto
V1868,Argentina,46,M,Monasterio de Santa Catalina,Arequipa,2023-09-21,10,1393.31,Avión
V1869,Perú,39,M,Sillustani,Puno,2025-08-14,10,210.21,Auto
V1870,Argentina,44,M,Cañón del Colca,Arequipa,2024-09-07,11,1198.5,Bus
V1871,Perú,24,M,Cañón del Colca,Arequipa,2025-08-23,4,1510.03,Avión
V1872,Perú,66,F,Lago Titicaca,Puno,2023-07-17,2,1398.97,Avión
V1873,Perú,24,F,Cañón del Colca,Arequipa,2025-09-28,7,1399.07,Bus
V1874,Brasil,19,F,Montaña 7 Colores,Cusco,2024-02-17,11,1781.72,Tren
